,order_no,user_id,vehicle_type,platform_type,personal_or_business,placement_day_of_month,placement_weekday,placement_time,confirmation_day_of_month,confirmation_weekday,confirmation_time,arrival_at_pickup_day_of_month,arrival_at_pickup_weekday,arrival_at_pickup_time,pickup_day_of_month,pickup_weekday,pickup_time,distance_km,temperature,pickup_lat,pickup_long,destination_lat,destination_long,rider_id
4492,Order_No_24304,User_Id_2987,Bike,3,Business,2,4,11:02:49 AM,2,4,11:05:07 AM,2,4,11:16:50 AM,2,4,11:24:50 AM,12,22.5,-1.2702120000000001,36.82108770000001,-1.2156006000000001,36.8916865,Rider_Id_937
4493,Order_No_28096,User_Id_2227,Bike,3,Personal,13,3,3:15:48 PM,13,3,3:17:05 PM,13,3,3:35:14 PM,13,3,3:38:57 PM,9,27.1,-1.2655306,36.828148,-1.3126476,36.831455,Rider_Id_275
4494,Order_No_20622,User_Id_496,Bike,3,Business,29,1,11:38:19 AM,29,1,11:39:07 AM,29,1,12:06:43 PM,29,1,12:35:12 PM,6,23.246119694548046,-1.2684319,36.81658529999999,-1.2551895,36.7822034,Rider_Id_815
4495,Order_No_16117,User_Id_2931,Bike,3,Business,20,3,11:32:19 AM,20,3,1:15:30 PM,20,3,1:29:07 PM,20,3,2:28:14 PM,18,29.6,-1.3433181,36.9138018,-1.2899129999999999,36.850314000000004,Rider_Id_683
4496,Order_No_9134,User_Id_2763,Bike,3,Business,26,5,1:43:31 PM,26,5,1:45:11 PM,26,5,2:01:54 PM,26,5,2:03:34 PM,11,23.246119694548046,-1.2571472,36.795063299999995,-1.3257473,36.859206799999995,Rider_Id_383
4497,Order_No_9157,User_Id_909,Bike,3,Business,28,5,2:02:34 PM,28,5,2:20:14 PM,28,5,2:29:43 PM,28,5,2:33:41 PM,14,25.7,-1.225322,36.80855,-1.2413316,36.878552500000005,Rider_Id_96
4498,Order_No_15341,User_Id_1148,Bike,3,Business,7,3,12:46:02 PM,7,3,1:19:30 PM,7,3,1:57:20 PM,7,3,2:01:50 PM,10,28.5,-1.3100586,36.850032899999995,-1.3003465,36.7879609,Rider_Id_920
4499,Order_No_18602,User_Id_308,Bike,1,Personal,26,6,3:00:14 PM,26,6,3:00:27 PM,26,6,3:02:33 PM,26,6,3:04:07 PM,13,24.2,-1.2795261,36.826018499999996,-1.2061844,36.7922321,Rider_Id_409
4500,Order_No_19503,User_Id_2263,Bike,1,Personal,1,3,10:02:02 AM,1,3,10:03:22 AM,1,3,10:24:53 AM,1,3,10:39:22 AM,5,19.7,-1.322928,36.8645469,-1.3081260000000001,36.8532641,Rider_Id_234
4501,Order_No_20384,User_Id_868,Bike,3,Business,18,6,11:08:43 AM,18,6,11:39:20 AM,18,6,11:47:14 AM,18,6,11:57:17 AM,9,21.3,-1.318062,36.849326,-1.265715,36.823815,Rider_Id_591
4502,Order_No_2718,User_Id_2415,Bike,1,Personal,6,5,12:44:47 PM,6,5,12:46:05 PM,6,5,12:53:05 PM,6,5,12:54:15 PM,4,20.3,-1.2766473999999999,36.8155764,-1.2977386999999998,36.803144700000004,Rider_Id_629
4503,Order_No_18302,User_Id_1883,Bike,2,Personal,23,1,10:10:20 AM,23,1,10:10:39 AM,23,1,11:01:35 AM,23,1,11:08:20 AM,19,18.7,-1.2205133,36.8693148,-1.2945178999999998,36.7685349,Rider_Id_812
4504,Order_No_15119,User_Id_604,Bike,3,Business,10,1,12:45:44 PM,10,1,12:48:05 PM,10,1,1:01:01 PM,10,1,1:04:03 PM,6,18.7,-1.2551895,36.7822034,-1.2897368,36.8226783,Rider_Id_727
4505,Order_No_6442,User_Id_3647,Bike,3,Business,5,2,3:57:53 PM,5,2,3:58:09 PM,5,2,3:58:33 PM,5,2,4:06:45 PM,7,23.246119694548046,-1.2726389999999999,36.794723,-1.2985642,36.7707474,Rider_Id_539
4506,Order_No_14489,User_Id_265,Bike,3,Business,7,2,2:46:11 PM,7,2,3:11:01 PM,7,2,3:17:29 PM,7,2,3:24:06 PM,3,23.246119694548046,-1.300921,36.828195,-1.3162018999999998,36.81332379999999,Rider_Id_575
4507,Order_No_10654,User_Id_346,Bike,3,Business,23,2,4:09:56 PM,23,2,4:37:52 PM,23,2,4:53:24 PM,23,2,4:57:18 PM,7,23.246119694548046,-1.28878,36.8168312,-1.2551895,36.7822034,Rider_Id_709
4508,Order_No_2216,User_Id_2175,Bike,3,Business,21,1,1:55:32 PM,21,1,2:52:10 PM,21,1,2:55:09 PM,21,1,3:01:33 PM,19,27.5,-1.2551895,36.7822034,-1.2860183,36.8975338,Rider_Id_279
4509,Order_No_9402,User_Id_2956,Bike,3,Business,10,5,10:46:10 AM,10,5,10:46:29 AM,10,5,10:49:03 AM,10,5,10:52:32 AM,3,19.4,-1.2584143,36.8048002,-1.2659232,36.8235607,Rider_Id_882
4510,Order_No_27052,User_Id_3647,Bike,3,Business,28,4,12:07:10 PM,28,4,12:07:29 PM,28,4,12:16:15 PM,28,4,12:22:13 PM,5,23.8,-1.2726389999999999,36.794723,-1.2628638,36.8070399,Rider_Id_709
4511,Order_No_12274,User_Id_1389,Bike,3,Business,20,6,4:39:17 PM,20,6,4:39:44 PM,20,6,4:41:43 PM,20,6,4:45:20 PM,13,23.8,-1.2527958000000001,36.8003131,-1.207546,36.7913976,Rider_Id_103
4512,Order_No_17343,User_Id_2521,Bike,3,Business,16,6,11:19:35 AM,16,6,11:19:56 AM,16,6,11:20:07 AM,16,6,11:35:19 AM,4,25.8,-1.3167113000000001,36.8301563,-1.3004062,36.829741,Rider_Id_188
4513,Order_No_25356,User_Id_3326,Bike,3,Business,12,5,3:41:56 PM,12,5,3:42:09 PM,12,5,4:40:18 PM,12,5,4:54:25 PM,1,26.4,-1.28878,36.8168312,-1.2839568000000001,36.823310600000006,Rider_Id_330
4514,Order_No_27615,User_Id_704,Bike,1,Business,28,5,9:41:34 AM,28,5,9:42:15 AM,28,5,10:03:15 AM,28,5,10:26:47 AM,20,20.8,-1.2765492,36.7669809,-1.2860183,36.8975338,Rider_Id_336
4515,Order_No_7734,User_Id_1469,Bike,3,Business,31,4,10:26:14 AM,31,4,10:27:13 AM,31,4,10:45:10 AM,31,4,10:46:33 AM,7,26.4,-1.2551895,36.7822034,-1.2963492,36.8093377,Rider_Id_899
4516,Order_No_22968,User_Id_3283,Bike,3,Business,30,4,11:58:39 AM,30,4,11:58:53 AM,30,4,11:59:17 AM,30,4,12:21:43 PM,5,23.246119694548046,-1.2600926000000001,36.8088685,-1.2628473,36.781805,Rider_Id_247
4517,Order_No_675,User_Id_1482,Bike,3,Business,3,3,10:06:11 AM,3,3,10:06:26 AM,3,3,10:06:57 AM,3,3,10:29:26 AM,19,21.3,-1.3196979,36.7009845,-1.262359,36.822946,Rider_Id_533
4518,Order_No_16077,User_Id_788,Bike,3,Business,2,5,2:20:35 PM,2,5,2:36:55 PM,2,5,3:01:09 PM,2,5,3:10:14 PM,12,24.9,-1.290894,36.822971,-1.225322,36.80855,Rider_Id_685
4519,Order_No_19888,User_Id_640,Bike,3,Business,30,1,7:32:27 AM,30,1,7:32:56 AM,30,1,7:52:54 AM,30,1,8:14:51 AM,39,16.6,-1.3142701,36.853769299999996,-1.0922063999999998,37.006508000000004,Rider_Id_956
4520,Order_No_25993,User_Id_2763,Bike,3,Business,16,2,3:37:28 PM,16,2,3:51:09 PM,16,2,4:02:04 PM,16,2,4:03:21 PM,7,23.246119694548046,-1.2551895,36.7822034,-1.2823851000000002,36.8186472,Rider_Id_924
4521,Order_No_12342,User_Id_2926,Bike,1,Personal,17,1,1:58:14 PM,17,1,2:00:12 PM,17,1,2:18:26 PM,17,1,2:20:54 PM,1,28.3,-1.2777677,36.8213399,-1.288594,36.817561,Rider_Id_124
4522,Order_No_13741,User_Id_2195,Bike,3,Business,2,2,12:47:35 PM,2,2,12:48:08 PM,2,2,12:48:23 PM,2,2,1:03:56 PM,9,26.1,-1.265715,36.823815,-1.228911,36.881876,Rider_Id_518
4523,Order_No_1172,User_Id_3521,Bike,3,Business,5,2,12:32:04 PM,5,2,12:32:49 PM,5,2,12:46:55 PM,5,2,12:59:57 PM,3,25.4,-1.2696908000000002,36.81519,-1.2664491000000002,36.8102685,Rider_Id_315
4524,Order_No_19269,User_Id_1162,Bike,3,Business,20,4,10:31:07 AM,20,4,10:31:38 AM,20,4,10:34:00 AM,20,4,10:48:51 AM,5,24.2,-1.2603571000000002,36.8036267,-1.2661263999999999,36.8030359,Rider_Id_51
4525,Order_No_12086,User_Id_435,Bike,3,Business,6,4,12:14:26 PM,6,4,12:14:59 PM,6,4,12:27:52 PM,6,4,12:51:41 PM,16,19.5,-1.300921,36.828195,-1.2059761999999998,36.82188789999999,Rider_Id_654
4526,Order_No_17030,User_Id_1921,Bike,1,Personal,20,4,1:40:31 PM,20,4,1:41:03 PM,20,4,1:49:10 PM,20,4,1:54:49 PM,6,28.0,-1.2728947,36.807942600000004,-1.2962832,36.784968299999996,Rider_Id_447
4527,Order_No_23381,User_Id_2112,Bike,3,Business,16,6,6:11:10 PM,16,6,6:12:05 PM,16,6,6:23:54 PM,16,6,6:56:10 PM,11,23.9,-1.2786703000000001,36.826044,-1.2156006000000001,36.8916865,Rider_Id_411
4528,Order_No_16991,User_Id_246,Bike,3,Business,13,4,10:47:07 AM,13,4,10:49:51 AM,13,4,11:14:20 AM,13,4,11:17:54 AM,5,22.0,-1.2584143,36.8048002,-1.2857548,36.819062,Rider_Id_511
4529,Order_No_22619,User_Id_3688,Bike,3,Business,4,1,1:05:32 PM,4,1,1:06:49 PM,4,1,1:12:07 PM,4,1,1:14:11 PM,7,25.8,-1.2802803,36.8271747,-1.2551895,36.7822034,Rider_Id_764
4530,Order_No_2431,User_Id_2764,Bike,3,Personal,10,5,10:31:26 AM,10,5,11:30:19 AM,10,5,11:43:00 AM,10,5,12:08:29 PM,13,23.246119694548046,-1.2417321000000001,36.8886277,-1.3086006000000001,36.8448923,Rider_Id_536
4531,Order_No_20883,User_Id_2289,Bike,3,Business,25,1,1:34:50 PM,25,1,1:35:03 PM,25,1,1:35:13 PM,25,1,1:46:55 PM,7,27.9,-1.2551895,36.7822034,-1.2878913,36.8089253,Rider_Id_576
4532,Order_No_5165,User_Id_1500,Bike,3,Business,14,3,12:50:02 PM,14,3,12:50:33 PM,14,3,1:09:35 PM,14,3,1:32:10 PM,8,25.9,-1.3004062,36.829741,-1.2574219,36.7927073,Rider_Id_932
4533,Order_No_14695,User_Id_393,Bike,3,Business,9,2,8:35:35 AM,9,2,8:35:54 AM,9,2,8:35:58 AM,9,2,9:25:21 AM,14,21.0,-1.3167113000000001,36.8301563,-1.2991441000000001,36.7528804,Rider_Id_515
4534,Order_No_3937,User_Id_868,Bike,3,Business,30,3,9:20:21 AM,30,3,9:39:10 AM,30,3,9:49:14 AM,30,3,10:01:20 AM,9,17.4,-1.331619,36.847976,-1.265715,36.823815,Rider_Id_742
4535,Order_No_24394,User_Id_2978,Bike,3,Business,22,5,9:47:02 AM,22,5,9:47:24 AM,22,5,9:59:52 AM,22,5,10:14:28 AM,13,23.246119694548046,-1.307164,36.726299,-1.2551895,36.7822034,Rider_Id_462
4536,Order_No_22519,User_Id_1724,Bike,3,Business,7,5,1:29:16 PM,7,5,1:30:02 PM,7,5,1:36:17 PM,7,5,1:45:46 PM,4,23.246119694548046,-1.2630118000000001,36.802074299999994,-1.2551895,36.7822034,Rider_Id_434
4537,Order_No_15570,User_Id_1222,Bike,3,Personal,24,1,4:35:30 PM,24,1,4:40:07 PM,24,1,5:01:41 PM,24,1,5:09:15 PM,6,24.5,-1.2602386,36.7503491,-1.2685707,36.806496100000004,Rider_Id_537
4538,Order_No_10325,User_Id_2587,Bike,3,Business,20,3,1:17:57 PM,20,3,1:18:43 PM,20,3,1:32:22 PM,20,3,1:45:08 PM,5,29.6,-1.28878,36.8168312,-1.2857246999999998,36.789429299999995,Rider_Id_448
4539,Order_No_1035,User_Id_633,Bike,3,Business,24,4,2:30:39 PM,24,4,2:30:43 PM,24,4,2:30:53 PM,24,4,3:08:26 PM,8,28.4,-1.3004062,36.829741,-1.2574219,36.7927073,Rider_Id_669
4540,Order_No_10746,User_Id_478,Bike,3,Business,7,2,8:04:03 AM,7,2,8:07:04 AM,7,2,8:14:01 AM,7,2,8:24:54 AM,10,23.246119694548046,-1.2551895,36.7822034,-1.2973682,36.785987799999994,Rider_Id_952
4541,Order_No_14553,User_Id_3186,Bike,3,Business,15,3,10:02:08 AM,15,3,10:02:43 AM,15,3,10:13:28 AM,15,3,10:17:28 AM,5,23.246119694548046,-1.2980228999999999,36.78865,-1.3108386,36.7555239,Rider_Id_177
4542,Order_No_2982,User_Id_635,Bike,3,Business,9,6,9:17:41 AM,9,6,9:17:50 AM,9,6,9:21:39 AM,9,6,9:27:13 AM,11,20.9,-1.2599563,36.799343900000004,-1.3229345,36.8566974,Rider_Id_953
4543,Order_No_11762,User_Id_2509,Bike,3,Business,12,2,12:45:10 PM,12,2,12:45:27 PM,12,2,12:57:21 PM,12,2,1:04:49 PM,20,28.4,-1.2571472,36.795063299999995,-1.3700383,36.9190174,Rider_Id_818
4544,Order_No_23499,User_Id_2423,Bike,3,Business,15,2,8:29:20 AM,15,2,8:29:25 AM,15,2,8:30:43 AM,15,2,9:15:28 AM,13,17.8,-1.2141875,36.791039000000005,-1.2559559999999999,36.789867,Rider_Id_875
4545,Order_No_17511,User_Id_393,Bike,3,Business,12,1,10:42:58 AM,12,1,11:10:10 AM,12,1,11:24:21 AM,12,1,11:34:44 AM,10,23.7,-1.3177546999999998,36.8303703,-1.2574219,36.7927073,Rider_Id_518
4546,Order_No_12666,User_Id_1500,Bike,3,Business,2,2,1:04:29 PM,2,2,1:08:30 PM,2,2,1:18:31 PM,2,2,1:36:15 PM,6,29.6,-1.2770708,36.8231093,-1.2638185,36.7930057,Rider_Id_935
4547,Order_No_24302,User_Id_2277,Bike,3,Business,2,1,9:59:07 AM,2,1,10:00:00 AM,2,1,10:36:02 AM,2,1,10:45:49 AM,4,19.2,-1.2851121,36.8292331,-1.3030546,36.8101808,Rider_Id_951
4548,Order_No_967,User_Id_970,Bike,3,Business,19,3,11:07:18 AM,19,3,11:07:47 AM,19,3,11:08:06 AM,19,3,11:16:15 AM,12,22.1,-1.2551895,36.7822034,-1.32589,36.831679,Rider_Id_102
4549,Order_No_20190,User_Id_2587,Bike,3,Business,24,3,1:58:49 PM,24,3,3:24:29 PM,24,3,3:24:35 PM,24,3,3:54:16 PM,11,23.246119694548046,-1.3472066,36.7692638,-1.28878,36.8168312,Rider_Id_19
4550,Order_No_19144,User_Id_914,Bike,3,Business,25,1,11:20:39 AM,25,1,11:41:00 AM,25,1,11:52:59 AM,25,1,11:57:07 AM,4,23.246119694548046,-1.2815072,36.82096,-1.2670213,36.7994482,Rider_Id_846
4551,Order_No_20653,User_Id_1642,Bike,3,Business,28,4,3:54:34 PM,28,4,3:56:55 PM,28,4,4:06:36 PM,28,4,4:09:58 PM,3,30.2,-1.2726506000000002,36.7960153,-1.2619756000000002,36.800139,Rider_Id_551
4552,Order_No_5388,User_Id_1656,Bike,2,Personal,20,3,11:50:03 AM,20,3,11:52:21 AM,20,3,12:08:34 PM,20,3,12:28:27 PM,9,20.0,-1.3067965,36.849351,-1.2704159,36.8002996,Rider_Id_581
4553,Order_No_15219,User_Id_1246,Bike,3,Business,8,4,3:37:37 PM,8,4,3:38:47 PM,8,4,3:56:00 PM,8,4,4:01:58 PM,1,27.4,-1.2571472,36.795063299999995,-1.2642903,36.80021370000001,Rider_Id_658
4554,Order_No_5393,User_Id_1882,Bike,3,Business,22,5,1:51:15 PM,22,5,1:51:51 PM,22,5,2:02:04 PM,22,5,2:06:37 PM,7,31.0,-1.2958783,36.7928125,-1.2588774999999999,36.8079744,Rider_Id_306
4555,Order_No_6293,User_Id_970,Bike,3,Business,4,2,1:31:02 PM,4,2,2:14:07 PM,4,2,2:23:43 PM,4,2,2:35:15 PM,7,23.6,-1.2571472,36.795063299999995,-1.2958072,36.817201399999995,Rider_Id_19
4556,Order_No_18910,User_Id_635,Bike,3,Business,8,1,3:10:45 PM,8,1,3:17:27 PM,8,1,3:41:09 PM,8,1,4:06:53 PM,5,29.6,-1.2857763999999998,36.8236622,-1.2602337,36.79905479999999,Rider_Id_155
4557,Order_No_3425,User_Id_2509,Bike,3,Business,4,5,1:06:21 PM,4,5,1:06:38 PM,4,5,1:08:13 PM,4,5,1:19:13 PM,20,22.7,-1.2579303999999998,36.8019667,-1.3700383,36.9190174,Rider_Id_720
4558,Order_No_9724,User_Id_393,Bike,3,Business,18,1,9:49:16 AM,18,1,9:49:28 AM,18,1,10:01:40 AM,18,1,10:13:49 AM,8,21.4,-1.3167113000000001,36.8301563,-1.2770708,36.8231093,Rider_Id_728
4559,Order_No_22540,User_Id_393,Bike,3,Business,8,1,9:45:34 AM,8,1,9:45:44 AM,8,1,9:46:55 AM,8,1,9:59:39 AM,11,21.8,-1.3167113000000001,36.8301563,-1.2638185,36.7930057,Rider_Id_349
4560,Order_No_23814,User_Id_3565,Bike,3,Business,15,4,6:44:24 PM,15,4,7:01:04 PM,15,4,7:31:14 PM,15,4,7:35:54 PM,16,20.3,-1.2835073000000001,36.6960714,-1.2844665000000002,36.7866113,Rider_Id_4
4561,Order_No_23385,User_Id_2830,Bike,1,Personal,11,3,2:34:15 PM,11,3,2:57:08 PM,11,3,3:17:38 PM,11,3,3:46:43 PM,7,20.3,-1.3039695,36.783826700000006,-1.2792875,36.8228711,Rider_Id_752
4562,Order_No_21778,User_Id_246,Bike,3,Business,19,3,10:31:36 AM,19,3,10:34:36 AM,19,3,10:36:39 AM,19,3,10:39:23 AM,2,22.4,-1.2584143,36.8048002,-1.2591018999999999,36.800577000000004,Rider_Id_685
4563,Order_No_7838,User_Id_393,Bike,3,Business,14,5,2:01:55 PM,14,5,2:02:12 PM,14,5,2:02:22 PM,14,5,2:22:50 PM,14,23.7,-1.3167113000000001,36.8301563,-1.2991441000000001,36.7528804,Rider_Id_10
4564,Order_No_27870,User_Id_3149,Bike,3,Business,11,4,1:18:38 PM,11,4,3:07:59 PM,11,4,3:09:05 PM,11,4,3:22:25 PM,5,27.2,-1.3004062,36.829741,-1.3167113000000001,36.8301563,Rider_Id_106
4565,Order_No_16951,User_Id_3291,Bike,3,Business,13,3,9:29:30 AM,13,3,9:29:57 AM,13,3,9:31:14 AM,13,3,9:48:40 AM,12,15.9,-1.318062,36.849326,-1.2600926000000001,36.8088685,Rider_Id_379
4566,Order_No_27600,User_Id_598,Bike,2,Business,14,7,6:14:40 PM,14,7,6:16:26 PM,14,7,6:42:55 PM,14,7,6:44:39 PM,24,23.246119694548046,-1.2329501,36.808385200000004,-1.3157001,36.7075432,Rider_Id_875
4567,Order_No_9038,User_Id_635,Bike,3,Business,22,3,11:16:46 AM,22,3,11:17:06 AM,22,3,11:21:03 AM,22,3,11:32:37 AM,5,23.2,-1.2857763999999998,36.8236622,-1.3016417,36.8271679,Rider_Id_857
4568,Order_No_21074,User_Id_393,Bike,3,Business,17,3,8:54:52 AM,17,3,8:57:05 AM,17,3,9:00:42 AM,17,3,9:18:23 AM,11,23.246119694548046,-1.3167113000000001,36.8301563,-1.2638185,36.7930057,Rider_Id_438
4569,Order_No_8100,User_Id_302,Bike,3,Business,15,5,12:55:33 PM,15,5,1:00:38 PM,15,5,1:24:41 PM,15,5,1:35:04 PM,10,27.9,-1.2649605,36.798177700000004,-1.2916198,36.864443,Rider_Id_448
4570,Order_No_9804,User_Id_111,Bike,3,Business,31,4,9:42:31 AM,31,4,9:43:41 AM,31,4,9:48:41 AM,31,4,9:55:50 AM,9,20.7,-1.2551895,36.7822034,-1.3001735,36.8042049,Rider_Id_225
4571,Order_No_20450,User_Id_1004,Bike,3,Business,7,2,11:01:38 AM,7,2,11:02:41 AM,7,2,11:19:00 AM,7,2,11:33:31 AM,17,23.246119694548046,-1.2949438999999998,36.7604214,-1.3250048,36.869718799999994,Rider_Id_583
4572,Order_No_3269,User_Id_237,Bike,3,Business,1,5,2:56:58 PM,1,5,3:05:22 PM,1,5,3:19:03 PM,1,5,3:23:34 PM,7,28.4,-1.2551895,36.7822034,-1.297043,36.8002864,Rider_Id_571
4573,Order_No_6267,User_Id_1651,Bike,3,Business,9,4,8:10:31 AM,9,4,8:10:43 AM,9,4,8:23:23 AM,9,4,8:29:33 AM,21,23.246119694548046,-1.3562374,36.904295399999995,-1.2551895,36.7822034,Rider_Id_438
4574,Order_No_12169,User_Id_2842,Bike,1,Personal,19,7,1:01:34 PM,19,7,1:02:35 PM,19,7,1:15:37 PM,19,7,1:42:20 PM,8,21.2,-1.2881186000000002,36.7958595,-1.2778447,36.830721399999995,Rider_Id_858
4575,Order_No_1039,User_Id_2212,Bike,3,Business,4,1,9:11:52 AM,4,1,9:12:26 AM,4,1,10:07:51 AM,4,1,10:08:58 AM,8,21.9,-1.2845953,36.7568987,-1.2571472,36.795063299999995,Rider_Id_362
4576,Order_No_16591,User_Id_2956,Bike,3,Business,25,1,12:42:24 PM,25,1,12:42:48 PM,25,1,12:44:16 PM,25,1,12:55:43 PM,2,26.9,-1.2527958000000001,36.8003131,-1.2584143,36.8048002,Rider_Id_484
4577,Order_No_2305,User_Id_2008,Bike,3,Business,20,3,3:18:17 PM,20,3,3:38:20 PM,20,3,3:43:58 PM,20,3,4:07:18 PM,5,29.5,-1.2508229,36.7895263,-1.2734889999999999,36.815037,Rider_Id_660
4578,Order_No_27019,User_Id_136,Bike,3,Business,3,5,12:34:51 PM,3,5,12:35:11 PM,3,5,12:41:32 PM,3,5,12:52:01 PM,18,23.246119694548046,-1.3254522,36.721658399999995,-1.2760462,36.807469700000006,Rider_Id_819
4579,Order_No_13669,User_Id_2423,Bike,3,Business,4,1,2:43:20 PM,4,1,2:45:51 PM,4,1,3:21:56 PM,4,1,3:26:46 PM,8,23.246119694548046,-1.2551895,36.7822034,-1.2967701999999999,36.8040381,Rider_Id_194
4580,Order_No_12027,User_Id_2330,Bike,3,Business,20,3,5:23:32 PM,20,3,5:24:51 PM,20,3,5:50:34 PM,20,3,5:59:41 PM,4,28.1,-1.293082,36.8278578,-1.2921463,36.8029626,Rider_Id_61
4581,Order_No_13790,User_Id_3599,Bike,3,Business,24,3,10:31:50 AM,24,3,1:01:39 PM,24,3,1:03:01 PM,24,3,1:50:03 PM,11,18.3,-1.3302996,36.8707935,-1.3664581,36.9177807,Rider_Id_886
4582,Order_No_336,User_Id_3560,Bike,3,Business,14,4,10:31:54 AM,14,4,10:41:33 AM,14,4,10:50:19 AM,14,4,11:04:44 AM,1,23.7,-1.290894,36.822971,-1.279395,36.825364,Rider_Id_289
4583,Order_No_1690,User_Id_1578,Bike,3,Business,4,4,12:35:12 PM,4,4,12:39:40 PM,4,4,12:50:40 PM,4,4,12:59:28 PM,3,23.246119694548046,-1.28878,36.8168312,-1.2896398999999998,36.812449799999996,Rider_Id_726
4584,Order_No_11400,User_Id_1482,Bike,3,Business,7,1,8:40:45 AM,7,1,8:41:11 AM,7,1,8:51:37 AM,7,1,8:55:25 AM,26,21.5,-1.3385790000000002,36.89630379999999,-1.2049707,36.785895700000005,Rider_Id_276
4585,Order_No_28187,User_Id_3647,Bike,3,Business,11,4,12:09:39 PM,11,4,12:10:47 PM,11,4,12:20:14 PM,11,4,12:22:55 PM,6,24.1,-1.2726389999999999,36.794723,-1.297101,36.798243,Rider_Id_933
4586,Order_No_22736,User_Id_868,Bike,3,Business,14,4,9:32:26 AM,14,4,9:48:55 AM,14,4,11:11:18 AM,14,4,11:19:33 AM,9,25.0,-1.331619,36.847976,-1.265715,36.823815,Rider_Id_459
4587,Order_No_15593,User_Id_3599,Bike,3,Business,29,4,10:52:22 AM,29,4,11:11:28 AM,29,4,11:47:27 AM,29,4,12:26:39 PM,17,21.3,-1.3302996,36.8707935,-1.3107918,36.761794,Rider_Id_857
4588,Order_No_8404,User_Id_2330,Bike,3,Business,27,3,12:14:23 PM,27,3,12:16:17 PM,27,3,1:12:48 PM,27,3,1:33:05 PM,7,29.4,-1.2687407,36.7373043,-1.3015197,36.7658456,Rider_Id_755
4589,Order_No_25640,User_Id_1500,Bike,3,Business,25,1,4:55:26 PM,25,1,4:56:08 PM,25,1,5:01:25 PM,25,1,5:16:26 PM,11,28.6,-1.3228003000000002,36.8306435,-1.2638185,36.7930057,Rider_Id_25
4590,Order_No_10912,User_Id_1346,Bike,3,Business,5,2,3:43:13 PM,5,2,3:47:01 PM,5,2,4:00:02 PM,5,2,4:01:31 PM,6,27.3,-1.2917868000000001,36.7872675,-1.2695287,36.798177700000004,Rider_Id_548
4591,Order_No_5513,User_Id_391,Bike,3,Business,18,1,4:42:01 PM,18,1,4:42:44 PM,18,1,4:51:07 PM,18,1,4:54:50 PM,2,28.9,-1.2784063,36.8222933,-1.2736771,36.8123141,Rider_Id_785
4592,Order_No_1669,User_Id_3217,Bike,1,Business,9,2,1:07:58 PM,9,2,1:08:29 PM,9,2,1:15:58 PM,9,2,1:27:17 PM,18,22.2,-1.2859912,36.8756811,-1.207546,36.7913976,Rider_Id_771
4593,Order_No_8078,User_Id_3331,Bike,3,Business,9,3,10:14:55 AM,9,3,10:16:14 AM,9,3,10:24:29 AM,9,3,10:31:39 AM,14,20.4,-1.2551895,36.7822034,-1.2493718999999999,36.8780276,Rider_Id_878
4594,Order_No_7858,User_Id_393,Bike,3,Business,13,1,10:23:03 AM,13,1,10:23:15 AM,13,1,10:23:19 AM,13,1,10:32:38 AM,6,23.246119694548046,-1.3167113000000001,36.8301563,-1.3077869,36.844320700000004,Rider_Id_168
4595,Order_No_7226,User_Id_2200,Bike,3,Business,21,2,2:08:28 PM,21,2,2:14:47 PM,21,2,2:35:30 PM,21,2,3:36:10 PM,2,25.2,-1.28878,36.8168312,-1.290894,36.822971,Rider_Id_790
4596,Order_No_13937,User_Id_3486,Bike,3,Business,30,2,12:01:18 PM,30,2,12:08:34 PM,30,2,12:25:54 PM,30,2,12:30:56 PM,4,23.246119694548046,-1.2551895,36.7822034,-1.269534,36.80697,Rider_Id_570
4597,Order_No_5611,User_Id_1637,Bike,3,Business,22,1,2:42:28 PM,22,1,2:43:38 PM,22,1,2:59:45 PM,22,1,3:07:52 PM,7,26.4,-1.290894,36.822971,-1.2615888000000002,36.7928732,Rider_Id_268
4598,Order_No_5686,User_Id_3647,Bike,3,Business,26,5,5:50:52 PM,26,5,5:52:37 PM,26,5,6:06:55 PM,26,5,6:13:34 PM,5,23.246119694548046,-1.2726389999999999,36.794723,-1.2627937,36.815695700000006,Rider_Id_855
4599,Order_No_6966,User_Id_2280,Bike,2,Personal,2,2,12:47:39 PM,2,2,12:47:52 PM,2,2,12:57:10 PM,2,2,1:01:01 PM,3,20.9,-1.274089,36.7997508,-1.2661263999999999,36.8030359,Rider_Id_167
4600,Order_No_13009,User_Id_2330,Bike,3,Business,2,2,9:31:14 AM,2,2,9:32:34 AM,2,2,9:41:50 AM,2,2,9:51:56 AM,7,20.7,-1.2645318,36.7981775,-1.2921463,36.8029626,Rider_Id_96
4601,Order_No_770,User_Id_633,Bike,3,Business,3,1,8:33:24 AM,3,1,10:39:58 AM,3,1,10:45:36 AM,3,1,10:49:50 AM,4,22.3,-1.3077869,36.844320700000004,-1.3004062,36.829741,Rider_Id_555
4602,Order_No_23504,User_Id_393,Bike,3,Business,26,2,10:10:46 AM,26,2,10:11:04 AM,26,2,10:24:18 AM,26,2,10:44:51 AM,14,27.3,-1.3167113000000001,36.8301563,-1.2991441000000001,36.7528804,Rider_Id_48
